FIPS Code,Geography,Year,Program Type,Population,County
36013,Chautauqua County,1979,Intercensal Population Estimate,146939,Chautauqua
36015,Chemung County,1979,Intercensal Population Estimate,99347,Chemung
36017,Chenango County,1979,Intercensal Population Estimate,49370,Chenango
36019,Clinton County,1979,Intercensal Population Estimate,80952,Clinton
36021,Columbia County,1979,Intercensal Population Estimate,59193,Columbia
36023,Cortland County,1979,Intercensal Population Estimate,47881,Cortland
36025,Delaware County,1979,Intercensal Population Estimate,47376,Delaware
36027,Dutchess County,1979,Intercensal Population Estimate,242178,Dutchess
36029,Erie County,1979,Intercensal Population Estimate,1033073,Erie
36031,Essex County,1979,Intercensal Population Estimate,35997,Essex
36033,Franklin County,1979,Intercensal Population Estimate,44582,Franklin
36035,Fulton County,1979,Intercensal Population Estimate,56196,Fulton
36037,Genesee County,1979,Intercensal Population Estimate,59323,Genesee
36039,Greene County,1979,Intercensal Population Estimate,40976,Greene
36041,Hamilton County,1979,Intercensal Population Estimate,5261,Hamilton
36043,Herkimer County,1979,Intercensal Population Estimate,66993,Herkimer
36045,Jefferson County,1979,Intercensal Population Estimate,89161,Jefferson
36047,Kings County,1979,Intercensal Population Estimate,2242530,Kings
36049,Lewis County,1979,Intercensal Population Estimate,25847,Lewis
36051,Livingston County,1979,Intercensal Population Estimate,58086,Livingston
36053,Madison County,1979,Intercensal Population Estimate,66179,Madison
36055,Monroe County,1979,Intercensal Population Estimate,701858,Monroe
36057,Montgomery County,1979,Intercensal Population Estimate,53552,Montgomery
36059,Nassau County,1979,Intercensal Population Estimate,1314333,Nassau
36061,New York County,1979,Intercensal Population Estimate,1428122,New York
36063,Niagara County,1979,Intercensal Population Estimate,230500,Niagara
36065,Oneida County,1979,Intercensal Population Estimate,256695,Oneida
36067,Onondaga County,1979,Intercensal Population Estimate,463396,Onondaga
36069,Ontario County,1979,Intercensal Population Estimate,89557,Ontario
36071,Orange County,1979,Intercensal Population Estimate,259886,Orange
36073,Orleans County,1979,Intercensal Population Estimate,38670,Orleans
36075,Oswego County,1979,Intercensal Population Estimate,115072,Oswego
36077,Otsego County,1979,Intercensal Population Estimate,59710,Otsego
36079,Putnam County,1979,Intercensal Population Estimate,76662,Putnam
36081,Queens County,1979,Intercensal Population Estimate,1895985,Queens
36083,Rensselaer County,1979,Intercensal Population Estimate,152792,Rensselaer
36085,Richmond County,1979,Intercensal Population Estimate,346930,Richmond
36087,Rockland County,1979,Intercensal Population Estimate,257088,Rockland
36089,St. Lawrence County,1979,Intercensal Population Estimate,115471,St. Lawrence
36091,Saratoga County,1979,Intercensal Population Estimate,155314,Saratoga
36093,Schenectady County,1979,Intercensal Population Estimate,151413,Schenectady
36095,Schoharie County,1979,Intercensal Population Estimate,29725,Schoharie
36097,Schuyler County,1979,Intercensal Population Estimate,18059,Schuyler
36099,Seneca County,1979,Intercensal Population Estimate,34798,Seneca
36101,Steuben County,1979,Intercensal Population Estimate,99998,Steuben
36103,Suffolk County,1979,Intercensal Population Estimate,1286679,Suffolk
36105,Sullivan County,1979,Intercensal Population Estimate,66290,Sullivan
36107,Tioga County,1979,Intercensal Population Estimate,49909,Tioga
36109,Tompkins County,1979,Intercensal Population Estimate,87162,Tompkins
36111,Ulster County,1979,Intercensal Population Estimate,159609,Ulster
36113,Warren County,1979,Intercensal Population Estimate,55103,Warren
36115,Washington County,1979,Intercensal Population Estimate,55365,Washington
36117,Wayne County,1979,Intercensal Population Estimate,86830,Wayne
36119,Westchester County,1979,Intercensal Population Estimate,870643,Westchester
36121,Wyoming County,1979,Intercensal Population Estimate,40628,Wyoming
36123,Yates County,1979,Intercensal Population Estimate,21205,Yates
36000,New York State,1978,Intercensal Population Estimate,17720503,Statewide
36001,Albany County,1978,Intercensal Population Estimate,286918,Albany
36003,Allegany County,1978,Intercensal Population Estimate,52207,Allegany
36005,Bronx County,1978,Intercensal Population Estimate,1220935,Bronx
36007,Broome County,1978,Intercensal Population Estimate,217855,Broome
36009,Cattaraugus County,1978,Intercensal Population Estimate,85883,Cattaraugus
36011,Cayuga County,1978,Intercensal Population Estimate,80966,Cayuga
36013,Chautauqua County,1978,Intercensal Population Estimate,147845,Chautauqua
36015,Chemung County,1978,Intercensal Population Estimate,98694,Chemung
36017,Chenango County,1978,Intercensal Population Estimate,49292,Chenango
36019,Clinton County,1978,Intercensal Population Estimate,80821,Clinton
36021,Columbia County,1978,Intercensal Population Estimate,58799,Columbia
36023,Cortland County,1978,Intercensal Population Estimate,48171,Cortland
36025,Delaware County,1978,Intercensal Population Estimate,47453,Delaware
36027,Dutchess County,1978,Intercensal Population Estimate,240407,Dutchess
36029,Erie County,1978,Intercensal Population Estimate,1043736,Erie
36031,Essex County,1978,Intercensal Population Estimate,35798,Essex
36033,Franklin County,1978,Intercensal Population Estimate,44870,Franklin
36035,Fulton County,1978,Intercensal Population Estimate,56277,Fulton
36037,Genesee County,1978,Intercensal Population Estimate,59797,Genesee
36039,Greene County,1978,Intercensal Population Estimate,41479,Greene
36041,Hamilton County,1978,Intercensal Population Estimate,5201,Hamilton
36043,Herkimer County,1978,Intercensal Population Estimate,67159,Herkimer
36045,Jefferson County,1978,Intercensal Population Estimate,89652,Jefferson
36047,Kings County,1978,Intercensal Population Estimate,2277488,Kings
36049,Lewis County,1978,Intercensal Population Estimate,25728,Lewis
36051,Livingston County,1978,Intercensal Population Estimate,57308,Livingston
36053,Madison County,1978,Intercensal Population Estimate,66144,Madison
36055,Monroe County,1978,Intercensal Population Estimate,704925,Monroe
36057,Montgomery County,1978,Intercensal Population Estimate,54800,Montgomery
36059,Nassau County,1978,Intercensal Population Estimate,1320672,Nassau
36061,New York County,1978,Intercensal Population Estimate,1436023,New York
36063,Niagara County,1978,Intercensal Population Estimate,232360,Niagara
36065,Oneida County,1978,Intercensal Population Estimate,258380,Oneida
36067,Onondaga County,1978,Intercensal Population Estimate,465564,Onondaga
36069,Ontario County,1978,Intercensal Population Estimate,89178,Ontario
36071,Orange County,1978,Intercensal Population Estimate,255591,Orange
36073,Orleans County,1978,Intercensal Population Estimate,39095,Orleans
36075,Oswego County,1978,Intercensal Population Estimate,115095,Oswego
36077,Otsego County,1978,Intercensal Population Estimate,59801,Otsego
36079,Putnam County,1978,Intercensal Population Estimate,74019,Putnam
36081,Queens County,1978,Intercensal Population Estimate,1904879,Queens
36083,Rensselaer County,1978,Intercensal Population Estimate,153110,Rensselaer
36085,Richmond County,1978,Intercensal Population Estimate,339617,Richmond
36087,Rockland County,1978,Intercensal Population Estimate,254853,Rockland
36089,St. Lawrence County,1978,Intercensal Population Estimate,116161,St. Lawrence
36091,Saratoga County,1978,Intercensal Population Estimate,153900,Saratoga
36093,Schenectady County,1978,Intercensal Population Estimate,153186,Schenectady
36095,Schoharie County,1978,Intercensal Population Estimate,29546,Schoharie
36097,Schuyler County,1978,Intercensal Population Estimate,17865,Schuyler
36099,Seneca County,1978,Intercensal Population Estimate,34492,Seneca
36101,Steuben County,1978,Intercensal Population Estimate,100474,Steuben
36103,Suffolk County,1978,Intercensal Population Estimate,1280738,Suffolk
36105,Sullivan County,1978,Intercensal Population Estimate,66076,Sullivan
36107,Tioga County,1978,Intercensal Population Estimate,49856,Tioga
36109,Tompkins County,1978,Intercensal Population Estimate,86460,Tompkins
36111,Ulster County,1978,Intercensal Population Estimate,158623,Ulster
36113,Warren County,1978,Intercensal Population Estimate,54824,Warren
36115,Washington County,1978,Intercensal Population Estimate,55517,Washington
36117,Wayne County,1978,Intercensal Population Estimate,83946,Wayne
36119,Westchester County,1978,Intercensal Population Estimate,872336,Westchester
36121,Wyoming County,1978,Intercensal Population Estimate,40426,Wyoming
36123,Yates County,1978,Intercensal Population Estimate,21232,Yates
36000,New York State,1977,Intercensal Population Estimate,17851561,Statewide
36001,Albany County,1977,Intercensal Population Estimate,286155,Albany
36003,Allegany County,1977,Intercensal Population Estimate,52153,Allegany
36005,Bronx County,1977,Intercensal Population Estimate,1265491,Bronx
36007,Broome County,1977,Intercensal Population Estimate,219102,Broome
36009,Cattaraugus County,1977,Intercensal Population Estimate,85605,Cattaraugus
36011,Cayuga County,1977,Intercensal Population Estimate,80834,Cayuga
36013,Chautauqua County,1977,Intercensal Population Estimate,148902,Chautauqua
36015,Chemung County,1977,Intercensal Population Estimate,99340,Chemung
36017,Chenango County,1977,Intercensal Population Estimate,49150,Chenango
36019,Clinton County,1977,Intercensal Population Estimate,81237,Clinton
36021,Columbia County,1977,Intercensal Population Estimate,58418,Columbia
36023,Cortland County,1977,Intercensal Population Estimate,47834,Cortland
36025,Delaware County,1977,Intercensal Population Estimate,47763,Delaware
36027,Dutchess County,1977,Intercensal Population Estimate,238892,Dutchess
36029,Erie County,1977,Intercensal Population Estimate,1057904,Erie
36031,Essex County,1977,Intercensal Population Estimate,35817,Essex
36033,Franklin County,1977,Intercensal Population Estimate,44829,Franklin
36035,Fulton County,1977,Intercensal Population Estimate,55715,Fulton
36037,Genesee County,1977,Intercensal Population Estimate,60334,Genesee
36039,Greene County,1977,Intercensal Population Estimate,41055,Greene
36041,Hamilton County,1977,Intercensal Population Estimate,5076,Hamilton
36043,Herkimer County,1977,Intercensal Population Estimate,66926,Herkimer
36045,Jefferson County,1977,Intercensal Population Estimate,90090,Jefferson
36047,Kings County,1977,Intercensal Population Estimate,2336106,Kings
36049,Lewis County,1977,Intercensal Population Estimate,25403,Lewis
36051,Livingston County,1977,Intercensal Population Estimate,58015,Livingston
36053,Madison County,1977,Intercensal Population Estimate,66075,Madison
36055,Monroe County,1977,Intercensal Population Estimate,709212,Monroe
36057,Montgomery County,1977,Intercensal Population Estimate,54862,Montgomery
36059,Nassau County,1977,Intercensal Population Estimate,1330504,Nassau
36061,New York County,1977,Intercensal Population Estimate,1451809,New York
36063,Niagara County,1977,Intercensal Population Estimate,231891,Niagara
36065,Oneida County,1977,Intercensal Population Estimate,260019,Oneida
36067,Onondaga County,1977,Intercensal Population Estimate,466731,Onondaga
36069,Ontario County,1977,Intercensal Population Estimate,87682,Ontario
36071,Orange County,1977,Intercensal Population Estimate,250952,Orange
36073,Orleans County,1977,Intercensal Population Estimate,38840,Orleans
36075,Oswego County,1977,Intercensal Population Estimate,114394,Oswego
36077,Otsego County,1977,Intercensal Population Estimate,59563,Otsego
36079,Putnam County,1977,Intercensal Population Estimate,73615,Putnam
36081,Queens County,1977,Intercensal Population Estimate,1915378,Queens
36083,Rensselaer County,1977,Intercensal Population Estimate,153237,Rensselaer
36085,Richmond County,1977,Intercensal Population Estimate,331933,Richmond
36087,Rockland County,1977,Intercensal Population Estimate,252124,Rockland
36089,St. Lawrence County,1977,Intercensal Population Estimate,117074,St. Lawrence
36091,Saratoga County,1977,Intercensal Population Estimate,151690,Saratoga
36093,Schenectady County,1977,Intercensal Population Estimate,154136,Schenectady
36095,Schoharie County,1977,Intercensal Population Estimate,29431,Schoharie
36097,Schuyler County,1977,Intercensal Population Estimate,17793,Schuyler
36099,Seneca County,1977,Intercensal Population Estimate,34216,Seneca
36101,Steuben County,1977,Intercensal Population Estimate,100027,Steuben
36103,Suffolk County,1977,Intercensal Population Estimate,1272824,Suffolk
36105,Sullivan County,1977,Intercensal Population Estimate,65635,Sullivan
36107,Tioga County,1977,Intercensal Population Estimate,49572,Tioga
36109,Tompkins County,1977,Intercensal Population Estimate,86291,Tompkins
36111,Ulster County,1977,Intercensal Population Estimate,157564,Ulster
36113,Warren County,1977,Intercensal Population Estimate,54471,Warren
36115,Washington County,1977,Intercensal Population Estimate,55365,Washington
36117,Wayne County,1977,Intercensal Population Estimate,84679,Wayne
36119,Westchester County,1977,Intercensal Population Estimate,872375,Westchester
36121,Wyoming County,1977,Intercensal Population Estimate,40299,Wyoming
36123,Yates County,1977,Intercensal Population Estimate,21152,Yates
36000,New York State,1976,Intercensal Population Estimate,17974781,Statewide
36001,Albany County,1976,Intercensal Population Estimate,286519,Albany
36003,Allegany County,1976,Intercensal Population Estimate,51859,Allegany
36005,Bronx County,1976,Intercensal Population Estimate,1313974,Bronx
36007,Broome County,1976,Intercensal Population Estimate,219805,Broome
36009,Cattaraugus County,1976,Intercensal Population Estimate,85555,Cattaraugus
36011,Cayuga County,1976,Intercensal Population Estimate,80351,Cayuga
36013,Chautauqua County,1976,Intercensal Population Estimate,148911,Chautauqua
36015,Chemung County,1976,Intercensal Population Estimate,100016,Chemung
36017,Chenango County,1976,Intercensal Population Estimate,48650,Chenango
36019,Clinton County,1976,Intercensal Population Estimate,81041,Clinton
36021,Columbia County,1976,Intercensal Population Estimate,57146,Columbia
36023,Cortland County,1976,Intercensal Population Estimate,48297,Cortland
36025,Delaware County,1976,Intercensal Population Estimate,47607,Delaware
36027,Dutchess County,1976,Intercensal Population Estimate,237795,Dutchess
36029,Erie County,1976,Intercensal Population Estimate,1069554,Erie
36031,Essex County,1976,Intercensal Population Estimate,35724,Essex
36033,Franklin County,1976,Intercensal Population Estimate,44768,Franklin
36035,Fulton County,1976,Intercensal Population Estimate,55783,Fulton
36037,Genesee County,1976,Intercensal Population Estimate,60685,Genesee
36039,Greene County,1976,Intercensal Population Estimate,40356,Greene
36041,Hamilton County,1976,Intercensal Population Estimate,5042,Hamilton
36043,Herkimer County,1976,Intercensal Population Estimate,67537,Herkimer
36045,Jefferson County,1976,Intercensal Population Estimate,90491,Jefferson
36047,Kings County,1976,Intercensal Population Estimate,2391675,Kings
36049,Lewis County,1976,Intercensal Population Estimate,25154,Lewis
36051,Livingston County,1976,Intercensal Population Estimate,57831,Livingston
36053,Madison County,1976,Intercensal Population Estimate,65836,Madison
36055,Monroe County,1976,Intercensal Population Estimate,709062,Monroe
36057,Montgomery County,1976,Intercensal Population Estimate,54455,Montgomery
36059,Nassau County,1976,Intercensal Population Estimate,1342310,Nassau
36061,New York County,1976,Intercensal Population Estimate,1465780,New York
36063,Niagara County,1976,Intercensal Population Estimate,233540,Niagara
36065,Oneida County,1976,Intercensal Population Estimate,262360,Oneida
36067,Onondaga County,1976,Intercensal Population Estimate,468648,Onondaga
36069,Ontario County,1976,Intercensal Population Estimate,86775,Ontario
36071,Orange County,1976,Intercensal Population Estimate,245806,Orange
36073,Orleans County,1976,Intercensal Population Estimate,38764,Orleans
36075,Oswego County,1976,Intercensal Population Estimate,113060,Oswego
36077,Otsego County,1976,Intercensal Population Estimate,59650,Otsego
36079,Putnam County,1976,Intercensal Population Estimate,71807,Putnam
36081,Queens County,1976,Intercensal Population Estimate,1929015,Queens
36083,Rensselaer County,1976,Intercensal Population Estimate,152768,Rensselaer
36085,Richmond County,1976,Intercensal Population Estimate,327296,Richmond
36087,Rockland County,1976,Intercensal Population Estimate,249013,Rockland
36089,St. Lawrence County,1976,Intercensal Population Estimate,117346,St. Lawrence
36091,Saratoga County,1976,Intercensal Population Estimate,149661,Saratoga
36093,Schenectady County,1976,Intercensal Population Estimate,154713,Schenectady
36095,Schoharie County,1976,Intercensal Population Estimate,29295,Schoharie
36097,Schuyler County,1976,Intercensal Population Estimate,17875,Schuyler
36099,Seneca County,1976,Intercensal Population Estimate,34240,Seneca
36101,Steuben County,1976,Intercensal Population Estimate,100289,Steuben
36103,Suffolk County,1976,Intercensal Population Estimate,1257888,Suffolk
36105,Sullivan County,1976,Intercensal Population Estimate,64212,Sullivan
36107,Tioga County,1976,Intercensal Population Estimate,49271,Tioga
36109,Tompkins County,1976,Intercensal Population Estimate,86073,Tompkins
36111,Ulster County,1976,Intercensal Population Estimate,157797,Ulster
36113,Warren County,1976,Intercensal Population Estimate,53617,Warren
36115,Washington County,1976,Intercensal Population Estimate,55280,Washington
36117,Wayne County,1976,Intercensal Population Estimate,84118,Wayne
36119,Westchester County,1976,Intercensal Population Estimate,874230,Westchester
36121,Wyoming County,1976,Intercensal Population Estimate,40022,Wyoming
36123,Yates County,1976,Intercensal Population Estimate,20783,Yates
36000,New York State,1975,Intercensal Population Estimate,18032337,Statewide
36001,Albany County,1975,Intercensal Population Estimate,287864,Albany
36003,Allegany County,1975,Intercensal Population Estimate,51452,Allegany
36005,Bronx County,1975,Intercensal Population Estimate,1347968,Bronx
36007,Broome County,1975,Intercensal Population Estimate,220043,Broome
36009,Cattaraugus County,1975,Intercensal Population Estimate,84963,Cattaraugus
36011,Cayuga County,1975,Intercensal Population Estimate,79282,Cayuga
36013,Chautauqua County,1975,Intercensal Population Estimate,149047,Chautauqua
36015,Chemung County,1975,Intercensal Population Estimate,100501,Chemung
36017,Chenango County,1975,Intercensal Population Estimate,47988,Chenango
36019,Clinton County,1975,Intercensal Population Estimate,80982,Clinton
36021,Columbia County,1975,Intercensal Population Estimate,56906,Columbia
36023,Cortland County,1975,Intercensal Population Estimate,48189,Cortland
36025,Delaware County,1975,Intercensal Population Estimate,47192,Delaware
36027,Dutchess County,1975,Intercensal Population Estimate,238022,Dutchess
36029,Erie County,1975,Intercensal Population Estimate,1079180,Erie
36031,Essex County,1975,Intercensal Population Estimate,35514,Essex
36033,Franklin County,1975,Intercensal Population Estimate,44598,Franklin
36035,Fulton County,1975,Intercensal Population Estimate,55523,Fulton
36037,Genesee County,1975,Intercensal Population Estimate,60396,Genesee
36039,Greene County,1975,Intercensal Population Estimate,39623,Greene
36041,Hamilton County,1975,Intercensal Population Estimate,5038,Hamilton
36043,Herkimer County,1975,Intercensal Population Estimate,68062,Herkimer
36045,Jefferson County,1975,Intercensal Population Estimate,90234,Jefferson
36047,Kings County,1975,Intercensal Population Estimate,2422649,Kings
36049,Lewis County,1975,Intercensal Population Estimate,25187,Lewis
36051,Livingston County,1975,Intercensal Population Estimate,57724,Livingston
36053,Madison County,1975,Intercensal Population Estimate,65718,Madison
36055,Monroe County,1975,Intercensal Population Estimate,709235,Monroe
36057,Montgomery County,1975,Intercensal Population Estimate,54802,Montgomery
36059,Nassau County,1975,Intercensal Population Estimate,1351369,Nassau
36061,New York County,1975,Intercensal Population Estimate,1464136,New York
36063,Niagara County,1975,Intercensal Population Estimate,233802,Niagara
36065,Oneida County,1975,Intercensal Population Estimate,265060,Oneida
36067,Onondaga County,1975,Intercensal Population Estimate,468581,Onondaga
36069,Ontario County,1975,Intercensal Population Estimate,86021,Ontario
36071,Orange County,1975,Intercensal Population Estimate,245270,Orange
36073,Orleans County,1975,Intercensal Population Estimate,38582,Orleans
36075,Oswego County,1975,Intercensal Population Estimate,111810,Oswego
36077,Otsego County,1975,Intercensal Population Estimate,59598,Otsego
36079,Putnam County,1975,Intercensal Population Estimate,70770,Putnam
36081,Queens County,1975,Intercensal Population Estimate,1934047,Queens
36083,Rensselaer County,1975,Intercensal Population Estimate,154031,Rensselaer
36085,Richmond County,1975,Intercensal Population Estimate,323458,Richmond
36087,Rockland County,1975,Intercensal Population Estimate,247957,Rockland
36089,St. Lawrence County,1975,Intercensal Population Estimate,116753,St. Lawrence
36091,Saratoga County,1975,Intercensal Population Estimate,147019,Saratoga
36093,Schenectady County,1975,Intercensal Population Estimate,156151,Schenectady
36095,Schoharie County,1975,Intercensal Population Estimate,29294,Schoharie
36097,Schuyler County,1975,Intercensal Population Estimate,17858,Schuyler
36099,Seneca County,1975,Intercensal Population Estimate,34177,Seneca
36101,Steuben County,1975,Intercensal Population Estimate,100529,Steuben
36103,Suffolk County,1975,Intercensal Population Estimate,1242709,Suffolk
36105,Sullivan County,1975,Intercensal Population Estimate,62346,Sullivan
36107,Tioga County,1975,Intercensal Population Estimate,48619,Tioga
36109,Tompkins County,1975,Intercensal Population Estimate,85475,Tompkins
36111,Ulster County,1975,Intercensal Population Estimate,156025,Ulster
36113,Warren County,1975,Intercensal Population Estimate,53653,Warren
36115,Washington County,1975,Intercensal Population Estimate,54727,Washington
36117,Wayne County,1975,Intercensal Population Estimate,84045,Wayne
36119,Westchester County,1975,Intercensal Population Estimate,874268,Westchester
36121,Wyoming County,1975,Intercensal Population Estimate,39616,Wyoming
36123,Yates County,1975,Intercensal Population Estimate,20699,Yates
36000,New York State,1974,Intercensal Population Estimate,18072890,Statewide
36001,Albany County,1974,Intercensal Population Estimate,289148,Albany
36003,Allegany County,1974,Intercensal Population Estimate,50539,Allegany
36005,Bronx County,1974,Intercensal Population Estimate,1381621,Bronx
36007,Broome County,1974,Intercensal Population Estimate,218031,Broome
36009,Cattaraugus County,1974,Intercensal Population Estimate,83950,Cattaraugus
36011,Cayuga County,1974,Intercensal Population Estimate,79327,Cayuga
36013,Chautauqua County,1974,Intercensal Population Estimate,148714,Chautauqua
36015,Chemung County,1974,Intercensal Population Estimate,99940,Chemung
36017,Chenango County,1974,Intercensal Population Estimate,47397,Chenango
36019,Clinton County,1974,Intercensal Population Estimate,79864,Clinton
36021,Columbia County,1974,Intercensal Population Estimate,56574,Columbia
36023,Cortland County,1974,Intercensal Population Estimate,47674,Cortland
36025,Delaware County,1974,Intercensal Population Estimate,46772,Delaware
36027,Dutchess County,1974,Intercensal Population Estimate,234742,Dutchess
36029,Erie County,1974,Intercensal Population Estimate,1085518,Erie
36031,Essex County,1974,Intercensal Population Estimate,35225,Essex
36033,Franklin County,1974,Intercensal Population Estimate,44283,Franklin
36035,Fulton County,1974,Intercensal Population Estimate,55288,Fulton
36037,Genesee County,1974,Intercensal Population Estimate,59455,Genesee
36039,Greene County,1974,Intercensal Population Estimate,38506,Greene
36041,Hamilton County,1974,Intercensal Population Estimate,5130,Hamilton
36043,Herkimer County,1974,Intercensal Population Estimate,67803,Herkimer
36045,Jefferson County,1974,Intercensal Population Estimate,89487,Jefferson
36047,Kings County,1974,Intercensal Population Estimate,2455992,Kings
36049,Lewis County,1974,Intercensal Population Estimate,24874,Lewis
36051,Livingston County,1974,Intercensal Population Estimate,56620,Livingston
36053,Madison County,1974,Intercensal Population Estimate,65169,Madison
36055,Monroe County,1974,Intercensal Population Estimate,705883,Monroe
36057,Montgomery County,1974,Intercensal Population Estimate,55841,Montgomery
36059,Nassau County,1974,Intercensal Population Estimate,1354613,Nassau
36061,New York County,1974,Intercensal Population Estimate,1494432,New York
36063,Niagara County,1974,Intercensal Population Estimate,233165,Niagara
36065,Oneida County,1974,Intercensal Population Estimate,267041,Oneida
36067,Onondaga County,1974,Intercensal Population Estimate,468613,Onondaga
36069,Ontario County,1974,Intercensal Population Estimate,84873,Ontario
36071,Orange County,1974,Intercensal Population Estimate,240615,Orange
36073,Orleans County,1974,Intercensal Population Estimate,38270,Orleans
36075,Oswego County,1974,Intercensal Population Estimate,109216,Oswego
36077,Otsego County,1974,Intercensal Population Estimate,58466,Otsego
36079,Putnam County,1974,Intercensal Population Estimate,68041,Putnam
36081,Queens County,1974,Intercensal Population Estimate,1945563,Queens
36083,Rensselaer County,1974,Intercensal Population Estimate,154069,Rensselaer
36085,Richmond County,1974,Intercensal Population Estimate,320190,Richmond
36087,Rockland County,1974,Intercensal Population Estimate,242094,Rockland
36089,St. Lawrence County,1974,Intercensal Population Estimate,115158,St. Lawrence
36091,Saratoga County,1974,Intercensal Population Estimate,143132,Saratoga
36093,Schenectady County,1974,Intercensal Population Estimate,157423,Schenectady
36095,Schoharie County,1974,Intercensal Population Estimate,28932,Schoharie
36097,Schuyler County,1974,Intercensal Population Estimate,17583,Schuyler
36099,Seneca County,1974,Intercensal Population Estimate,33936,Seneca
36101,Steuben County,1974,Intercensal Population Estimate,99795,Steuben
36103,Suffolk County,1974,Intercensal Population Estimate,1215793,Suffolk
36105,Sullivan County,1974,Intercensal Population Estimate,61446,Sullivan
36107,Tioga County,1974,Intercensal Population Estimate,47605,Tioga
36109,Tompkins County,1974,Intercensal Population Estimate,85587,Tompkins
36111,Ulster County,1974,Intercensal Population Estimate,154058,Ulster
36113,Warren County,1974,Intercensal Population Estimate,52845,Warren
36115,Washington County,1974,Intercensal Population Estimate,53896,Washington
36117,Wayne County,1974,Intercensal Population Estimate,83140,Wayne
36119,Westchester County,1974,Intercensal Population Estimate,874617,Westchester
36121,Wyoming County,1974,Intercensal Population Estimate,38885,Wyoming
36123,Yates County,1974,Intercensal Population Estimate,20431,Yates
36000,New York State,1973,Intercensal Population Estimate,18194899,Statewide
36001,Albany County,1973,Intercensal Population Estimate,289754,Albany
36003,Allegany County,1973,Intercensal Population Estimate,50255,Allegany
36005,Bronx County,1973,Intercensal Population Estimate,1418905,Bronx
36007,Broome County,1973,Intercensal Population Estimate,219717,Broome
36009,Cattaraugus County,1973,Intercensal Population Estimate,84385,Cattaraugus
36011,Cayuga County,1973,Intercensal Population Estimate,79099,Cayuga
36013,Chautauqua County,1973,Intercensal Population Estimate,149778,Chautauqua
36015,Chemung County,1973,Intercensal Population Estimate,100457,Chemung
36017,Chenango County,1973,Intercensal Population Estimate,47421,Chenango
36019,Clinton County,1973,Intercensal Population Estimate,79143,Clinton
36021,Columbia County,1973,Intercensal Population Estimate,56478,Columbia
36023,Cortland County,1973,Intercensal Population Estimate,46853,Cortland
36025,Delaware County,1973,Intercensal Population Estimate,46694,Delaware
36027,Dutchess County,1973,Intercensal Population Estimate,232531,Dutchess
36029,Erie County,1973,Intercensal Population Estimate,1099433,Erie
36031,Essex County,1973,Intercensal Population Estimate,35513,Essex
36033,Franklin County,1973,Intercensal Population Estimate,44596,Franklin
36035,Fulton County,1973,Intercensal Population Estimate,55451,Fulton
36037,Genesee County,1973,Intercensal Population Estimate,59807,Genesee
36039,Greene County,1973,Intercensal Population Estimate,37974,Greene
36041,Hamilton County,1973,Intercensal Population Estimate,5173,Hamilton
36043,Herkimer County,1973,Intercensal Population Estimate,68285,Herkimer
36045,Jefferson County,1973,Intercensal Population Estimate,90312,Jefferson
36047,Kings County,1973,Intercensal Population Estimate,2492883,Kings
36049,Lewis County,1973,Intercensal Population Estimate,24806,Lewis
36051,Livingston County,1973,Intercensal Population Estimate,56698,Livingston
36053,Madison County,1973,Intercensal Population Estimate,64973,Madison
36055,Monroe County,1973,Intercensal Population Estimate,709660,Monroe
36057,Montgomery County,1973,Intercensal Population Estimate,56743,Montgomery
36059,Nassau County,1973,Intercensal Population Estimate,1386266,Nassau
36061,New York County,1973,Intercensal Population Estimate,1496095,New York
36063,Niagara County,1973,Intercensal Population Estimate,234421,Niagara
36065,Oneida County,1973,Intercensal Population Estimate,270543,Oneida
36067,Onondaga County,1973,Intercensal Population Estimate,469756,Onondaga
36069,Ontario County,1973,Intercensal Population Estimate,83660,Ontario
36071,Orange County,1973,Intercensal Population Estimate,236189,Orange
36073,Orleans County,1973,Intercensal Population Estimate,38457,Orleans
36075,Oswego County,1973,Intercensal Population Estimate,107682,Oswego
36077,Otsego County,1973,Intercensal Population Estimate,58630,Otsego
36079,Putnam County,1973,Intercensal Population Estimate,65391,Putnam
36081,Queens County,1973,Intercensal Population Estimate,1958079,Queens
36083,Rensselaer County,1973,Intercensal Population Estimate,156005,Rensselaer
36085,Richmond County,1973,Intercensal Population Estimate,315833,Richmond
36087,Rockland County,1973,Intercensal Population Estimate,240854,Rockland
36089,St. Lawrence County,1973,Intercensal Population Estimate,115621,St. Lawrence
36091,Saratoga County,1973,Intercensal Population Estimate,140159,Saratoga
36093,Schenectady County,1973,Intercensal Population Estimate,159627,Schenectady
36095,Schoharie County,1973,Intercensal Population Estimate,28953,Schoharie
36097,Schuyler County,1973,Intercensal Population Estimate,17426,Schuyler
36099,Seneca County,1973,Intercensal Population Estimate,34027,Seneca
36101,Steuben County,1973,Intercensal Population Estimate,100285,Steuben
36103,Suffolk County,1973,Intercensal Population Estimate,1198823,Suffolk
36105,Sullivan County,1973,Intercensal Population Estimate,59991,Sullivan
36107,Tioga County,1973,Intercensal Population Estimate,47804,Tioga
36109,Tompkins County,1973,Intercensal Population Estimate,83331,Tompkins
36111,Ulster County,1973,Intercensal Population Estimate,152977,Ulster
36113,Warren County,1973,Intercensal Population Estimate,51843,Warren
36115,Washington County,1973,Intercensal Population Estimate,54515,Washington
