FIPS Code,Geography,Year,Program Type,Population,County
36011,Cayuga County,2015,Intercensal Population Estimate,78349,Cayuga
36013,Chautauqua County,2015,Intercensal Population Estimate,131307,Chautauqua
36015,Chemung County,2015,Intercensal Population Estimate,87438,Chemung
36017,Chenango County,2015,Intercensal Population Estimate,48973,Chenango
36019,Clinton County,2015,Intercensal Population Estimate,80724,Clinton
36021,Columbia County,2015,Intercensal Population Estimate,62488,Columbia
36023,Cortland County,2015,Intercensal Population Estimate,48050,Cortland
36025,Delaware County,2015,Intercensal Population Estimate,46020,Delaware
36027,Dutchess County,2015,Intercensal Population Estimate,295297,Dutchess
36029,Erie County,2015,Intercensal Population Estimate,939783,Erie
36031,Essex County,2015,Intercensal Population Estimate,38193,Essex
36033,Franklin County,2015,Intercensal Population Estimate,49262,Franklin
36035,Fulton County,2015,Intercensal Population Estimate,53982,Fulton
36037,Genesee County,2015,Intercensal Population Estimate,59148,Genesee
36039,Greene County,2015,Intercensal Population Estimate,47997,Greene
36041,Hamilton County,2015,Intercensal Population Estimate,5088,Hamilton
36043,Herkimer County,2015,Intercensal Population Estimate,62178,Herkimer
36045,Jefferson County,2015,Intercensal Population Estimate,120772,Jefferson
36047,Kings County,2015,Intercensal Population Estimate,2708040,Kings
36049,Lewis County,2015,Intercensal Population Estimate,27006,Lewis
36051,Livingston County,2015,Intercensal Population Estimate,63954,Livingston
36053,Madison County,2015,Intercensal Population Estimate,70430,Madison
36055,Monroe County,2015,Intercensal Population Estimate,755118,Monroe
36057,Montgomery County,2015,Intercensal Population Estimate,49737,Montgomery
36059,Nassau County,2015,Intercensal Population Estimate,1377148,Nassau
36061,New York County,2015,Intercensal Population Estimate,1677134,New York
36063,Niagara County,2015,Intercensal Population Estimate,214424,Niagara
36065,Oneida County,2015,Intercensal Population Estimate,233632,Oneida
36067,Onondaga County,2015,Intercensal Population Estimate,475053,Onondaga
36069,Ontario County,2015,Intercensal Population Estimate,110555,Ontario
36071,Orange County,2015,Intercensal Population Estimate,384285,Orange
36073,Orleans County,2015,Intercensal Population Estimate,41610,Orleans
36075,Oswego County,2015,Intercensal Population Estimate,120276,Oswego
36077,Otsego County,2015,Intercensal Population Estimate,60333,Otsego
36079,Putnam County,2015,Intercensal Population Estimate,98681,Putnam
36081,Queens County,2015,Intercensal Population Estimate,2394554,Queens
36083,Rensselaer County,2015,Intercensal Population Estimate,160851,Rensselaer
36085,Richmond County,2015,Intercensal Population Estimate,482745,Richmond
36087,Rockland County,2015,Intercensal Population Estimate,329169,Rockland
36089,St. Lawrence County,2015,Intercensal Population Estimate,110999,St. Lawrence
36091,Saratoga County,2015,Intercensal Population Estimate,228953,Saratoga
36093,Schenectady County,2015,Intercensal Population Estimate,156130,Schenectady
36095,Schoharie County,2015,Intercensal Population Estimate,30674,Schoharie
36097,Schuyler County,2015,Intercensal Population Estimate,18140,Schuyler
36099,Seneca County,2015,Intercensal Population Estimate,34687,Seneca
36101,Steuben County,2015,Intercensal Population Estimate,96889,Steuben
36103,Suffolk County,2015,Intercensal Population Estimate,1518120,Suffolk
36105,Sullivan County,2015,Intercensal Population Estimate,76341,Sullivan
36107,Tioga County,2015,Intercensal Population Estimate,49629,Tioga
36109,Tompkins County,2015,Intercensal Population Estimate,105495,Tompkins
36111,Ulster County,2015,Intercensal Population Estimate,181801,Ulster
36113,Warren County,2015,Intercensal Population Estimate,65457,Warren
36115,Washington County,2015,Intercensal Population Estimate,62559,Washington
36117,Wayne County,2015,Intercensal Population Estimate,92262,Wayne
36119,Westchester County,2015,Intercensal Population Estimate,988474,Westchester
36121,Wyoming County,2015,Intercensal Population Estimate,41437,Wyoming
36123,Yates County,2015,Intercensal Population Estimate,25124,Yates
36000,New York State,2014,Intercensal Population Estimate,20001317,Statewide
36001,Albany County,2014,Intercensal Population Estimate,311784,Albany
36003,Allegany County,2014,Intercensal Population Estimate,47992,Allegany
36005,Bronx County,2014,Intercensal Population Estimate,1458516,Bronx
36007,Broome County,2014,Intercensal Population Estimate,201029,Broome
36009,Cattaraugus County,2014,Intercensal Population Estimate,79128,Cattaraugus
36011,Cayuga County,2014,Intercensal Population Estimate,78803,Cayuga
36013,Chautauqua County,2014,Intercensal Population Estimate,132379,Chautauqua
36015,Chemung County,2014,Intercensal Population Estimate,87779,Chemung
36017,Chenango County,2014,Intercensal Population Estimate,49484,Chenango
36019,Clinton County,2014,Intercensal Population Estimate,81468,Clinton
36021,Columbia County,2014,Intercensal Population Estimate,62796,Columbia
36023,Cortland County,2014,Intercensal Population Estimate,48546,Cortland
36025,Delaware County,2014,Intercensal Population Estimate,46668,Delaware
36027,Dutchess County,2014,Intercensal Population Estimate,296127,Dutchess
36029,Erie County,2014,Intercensal Population Estimate,937256,Erie
36031,Essex County,2014,Intercensal Population Estimate,38511,Essex
36033,Franklin County,2014,Intercensal Population Estimate,50066,Franklin
36035,Fulton County,2014,Intercensal Population Estimate,54077,Fulton
36037,Genesee County,2014,Intercensal Population Estimate,59279,Genesee
36039,Greene County,2014,Intercensal Population Estimate,48266,Greene
36041,Hamilton County,2014,Intercensal Population Estimate,5015,Hamilton
36043,Herkimer County,2014,Intercensal Population Estimate,63004,Herkimer
36045,Jefferson County,2014,Intercensal Population Estimate,121548,Jefferson
36047,Kings County,2014,Intercensal Population Estimate,2681874,Kings
36049,Lewis County,2014,Intercensal Population Estimate,27233,Lewis
36051,Livingston County,2014,Intercensal Population Estimate,64264,Livingston
36053,Madison County,2014,Intercensal Population Estimate,71160,Madison
36055,Monroe County,2014,Intercensal Population Estimate,755089,Monroe
36057,Montgomery County,2014,Intercensal Population Estimate,49819,Montgomery
36059,Nassau County,2014,Intercensal Population Estimate,1372792,Nassau
36061,New York County,2014,Intercensal Population Estimate,1663961,New York
36063,Niagara County,2014,Intercensal Population Estimate,214977,Niagara
36065,Oneida County,2014,Intercensal Population Estimate,234511,Oneida
36067,Onondaga County,2014,Intercensal Population Estimate,474543,Onondaga
36069,Ontario County,2014,Intercensal Population Estimate,110374,Ontario
36071,Orange County,2014,Intercensal Population Estimate,381725,Orange
36073,Orleans County,2014,Intercensal Population Estimate,41968,Orleans
36075,Oswego County,2014,Intercensal Population Estimate,121026,Oswego
36077,Otsego County,2014,Intercensal Population Estimate,60818,Otsego
36079,Putnam County,2014,Intercensal Population Estimate,99020,Putnam
36081,Queens County,2014,Intercensal Population Estimate,2370533,Queens
36083,Rensselaer County,2014,Intercensal Population Estimate,160884,Rensselaer
36085,Richmond County,2014,Intercensal Population Estimate,480354,Richmond
36087,Rockland County,2014,Intercensal Population Estimate,326165,Rockland
36089,St. Lawrence County,2014,Intercensal Population Estimate,111962,St. Lawrence
36091,Saratoga County,2014,Intercensal Population Estimate,226849,Saratoga
36093,Schenectady County,2014,Intercensal Population Estimate,156148,Schenectady
36095,Schoharie County,2014,Intercensal Population Estimate,31173,Schoharie
36097,Schuyler County,2014,Intercensal Population Estimate,18267,Schuyler
36099,Seneca County,2014,Intercensal Population Estimate,34788,Seneca
36101,Steuben County,2014,Intercensal Population Estimate,97618,Steuben
36103,Suffolk County,2014,Intercensal Population Estimate,1516702,Suffolk
36105,Sullivan County,2014,Intercensal Population Estimate,76858,Sullivan
36107,Tioga County,2014,Intercensal Population Estimate,50048,Tioga
36109,Tompkins County,2014,Intercensal Population Estimate,105399,Tompkins
36111,Ulster County,2014,Intercensal Population Estimate,182140,Ulster
36113,Warren County,2014,Intercensal Population Estimate,65709,Warren
36115,Washington County,2014,Intercensal Population Estimate,62732,Washington
36117,Wayne County,2014,Intercensal Population Estimate,92585,Wayne
36119,Westchester County,2014,Intercensal Population Estimate,983034,Westchester
36121,Wyoming County,2014,Intercensal Population Estimate,41549,Wyoming
36123,Yates County,2014,Intercensal Population Estimate,25145,Yates
36000,New York State,2013,Intercensal Population Estimate,19892558,Statewide
36001,Albany County,2013,Intercensal Population Estimate,310132,Albany
36003,Allegany County,2013,Intercensal Population Estimate,48163,Allegany
36005,Bronx County,2013,Intercensal Population Estimate,1442945,Bronx
36007,Broome County,2013,Intercensal Population Estimate,200808,Broome
36009,Cattaraugus County,2013,Intercensal Population Estimate,79338,Cattaraugus
36011,Cayuga County,2013,Intercensal Population Estimate,79129,Cayuga
36013,Chautauqua County,2013,Intercensal Population Estimate,133333,Chautauqua
36015,Chemung County,2013,Intercensal Population Estimate,88643,Chemung
36017,Chenango County,2013,Intercensal Population Estimate,49600,Chenango
36019,Clinton County,2013,Intercensal Population Estimate,81521,Clinton
36021,Columbia County,2013,Intercensal Population Estimate,62795,Columbia
36023,Cortland County,2013,Intercensal Population Estimate,48759,Cortland
36025,Delaware County,2013,Intercensal Population Estimate,46883,Delaware
36027,Dutchess County,2013,Intercensal Population Estimate,297030,Dutchess
36029,Erie County,2013,Intercensal Population Estimate,932734,Erie
36031,Essex County,2013,Intercensal Population Estimate,38746,Essex
36033,Franklin County,2013,Intercensal Population Estimate,50423,Franklin
36035,Fulton County,2013,Intercensal Population Estimate,54458,Fulton
36037,Genesee County,2013,Intercensal Population Estimate,59536,Genesee
36039,Greene County,2013,Intercensal Population Estimate,48540,Greene
36041,Hamilton County,2013,Intercensal Population Estimate,5007,Hamilton
36043,Herkimer County,2013,Intercensal Population Estimate,63591,Herkimer
36045,Jefferson County,2013,Intercensal Population Estimate,121238,Jefferson
36047,Kings County,2013,Intercensal Population Estimate,2649210,Kings
36049,Lewis County,2013,Intercensal Population Estimate,27205,Lewis
36051,Livingston County,2013,Intercensal Population Estimate,64375,Livingston
36053,Madison County,2013,Intercensal Population Estimate,71655,Madison
36055,Monroe County,2013,Intercensal Population Estimate,754196,Monroe
36057,Montgomery County,2013,Intercensal Population Estimate,49853,Montgomery
36059,Nassau County,2013,Intercensal Population Estimate,1366077,Nassau
36061,New York County,2013,Intercensal Population Estimate,1653028,New York
36063,Niagara County,2013,Intercensal Population Estimate,215384,Niagara
36065,Oneida County,2013,Intercensal Population Estimate,234805,Oneida
36067,Onondaga County,2013,Intercensal Population Estimate,473710,Onondaga
36069,Ontario County,2013,Intercensal Population Estimate,109843,Ontario
36071,Orange County,2013,Intercensal Population Estimate,379602,Orange
36073,Orleans County,2013,Intercensal Population Estimate,42313,Orleans
36075,Oswego County,2013,Intercensal Population Estimate,121504,Oswego
36077,Otsego County,2013,Intercensal Population Estimate,61519,Otsego
36079,Putnam County,2013,Intercensal Population Estimate,99250,Putnam
36081,Queens County,2013,Intercensal Population Estimate,2342084,Queens
36083,Rensselaer County,2013,Intercensal Population Estimate,160480,Rensselaer
36085,Richmond County,2013,Intercensal Population Estimate,478250,Richmond
36087,Rockland County,2013,Intercensal Population Estimate,323148,Rockland
36089,St. Lawrence County,2013,Intercensal Population Estimate,112339,St. Lawrence
36091,Saratoga County,2013,Intercensal Population Estimate,225867,Saratoga
36093,Schenectady County,2013,Intercensal Population Estimate,155819,Schenectady
36095,Schoharie County,2013,Intercensal Population Estimate,31447,Schoharie
36097,Schuyler County,2013,Intercensal Population Estimate,18455,Schuyler
36099,Seneca County,2013,Intercensal Population Estimate,35165,Seneca
36101,Steuben County,2013,Intercensal Population Estimate,98417,Steuben
36103,Suffolk County,2013,Intercensal Population Estimate,1513565,Suffolk
36105,Sullivan County,2013,Intercensal Population Estimate,77879,Sullivan
36107,Tioga County,2013,Intercensal Population Estimate,50276,Tioga
36109,Tompkins County,2013,Intercensal Population Estimate,105097,Tompkins
36111,Ulster County,2013,Intercensal Population Estimate,182025,Ulster
36113,Warren County,2013,Intercensal Population Estimate,65735,Warren
36115,Washington County,2013,Intercensal Population Estimate,62960,Washington
36117,Wayne County,2013,Intercensal Population Estimate,92946,Wayne
36119,Westchester County,2013,Intercensal Population Estimate,976839,Westchester
36121,Wyoming County,2013,Intercensal Population Estimate,41678,Wyoming
36123,Yates County,2013,Intercensal Population Estimate,25206,Yates
36000,New York State,2012,Intercensal Population Estimate,19758616,Statewide
36001,Albany County,2012,Intercensal Population Estimate,308179,Albany
36003,Allegany County,2012,Intercensal Population Estimate,48391,Allegany
36005,Bronx County,2012,Intercensal Population Estimate,1425939,Bronx
36007,Broome County,2012,Intercensal Population Estimate,200667,Broome
36009,Cattaraugus County,2012,Intercensal Population Estimate,79587,Cattaraugus
36011,Cayuga County,2012,Intercensal Population Estimate,79535,Cayuga
36013,Chautauqua County,2012,Intercensal Population Estimate,133644,Chautauqua
36015,Chemung County,2012,Intercensal Population Estimate,89448,Chemung
36017,Chenango County,2012,Intercensal Population Estimate,49975,Chenango
36019,Clinton County,2012,Intercensal Population Estimate,81715,Clinton
36021,Columbia County,2012,Intercensal Population Estimate,62895,Columbia
36023,Cortland County,2012,Intercensal Population Estimate,48922,Cortland
36025,Delaware County,2012,Intercensal Population Estimate,47270,Delaware
36027,Dutchess County,2012,Intercensal Population Estimate,297539,Dutchess
36029,Erie County,2012,Intercensal Population Estimate,928112,Erie
36031,Essex County,2012,Intercensal Population Estimate,38979,Essex
36033,Franklin County,2012,Intercensal Population Estimate,51238,Franklin
36035,Fulton County,2012,Intercensal Population Estimate,54923,Fulton
36037,Genesee County,2012,Intercensal Population Estimate,59967,Genesee
36039,Greene County,2012,Intercensal Population Estimate,48750,Greene
36041,Hamilton County,2012,Intercensal Population Estimate,4969,Hamilton
36043,Herkimer County,2012,Intercensal Population Estimate,64025,Herkimer
36045,Jefferson County,2012,Intercensal Population Estimate,122150,Jefferson
36047,Kings County,2012,Intercensal Population Estimate,2611093,Kings
36049,Lewis County,2012,Intercensal Population Estimate,27268,Lewis
36051,Livingston County,2012,Intercensal Population Estimate,64617,Livingston
36053,Madison County,2012,Intercensal Population Estimate,71859,Madison
36055,Monroe County,2012,Intercensal Population Estimate,751444,Monroe
36057,Montgomery County,2012,Intercensal Population Estimate,49905,Montgomery
36059,Nassau County,2012,Intercensal Population Estimate,1359255,Nassau
36061,New York County,2012,Intercensal Population Estimate,1641641,New York
36063,Niagara County,2012,Intercensal Population Estimate,215596,Niagara
36065,Oneida County,2012,Intercensal Population Estimate,234772,Oneida
36067,Onondaga County,2012,Intercensal Population Estimate,470883,Onondaga
36069,Ontario County,2012,Intercensal Population Estimate,109169,Ontario
36071,Orange County,2012,Intercensal Population Estimate,377386,Orange
36073,Orleans County,2012,Intercensal Population Estimate,42450,Orleans
36075,Oswego County,2012,Intercensal Population Estimate,121689,Oswego
36077,Otsego County,2012,Intercensal Population Estimate,61681,Otsego
36079,Putnam County,2012,Intercensal Population Estimate,99395,Putnam
36081,Queens County,2012,Intercensal Population Estimate,2310213,Queens
36083,Rensselaer County,2012,Intercensal Population Estimate,160083,Rensselaer
36085,Richmond County,2012,Intercensal Population Estimate,475075,Richmond
36087,Rockland County,2012,Intercensal Population Estimate,319873,Rockland
36089,St. Lawrence County,2012,Intercensal Population Estimate,112645,St. Lawrence
36091,Saratoga County,2012,Intercensal Population Estimate,223715,Saratoga
36093,Schenectady County,2012,Intercensal Population Estimate,155626,Schenectady
36095,Schoharie County,2012,Intercensal Population Estimate,31724,Schoharie
36097,Schuyler County,2012,Intercensal Population Estimate,18549,Schuyler
36099,Seneca County,2012,Intercensal Population Estimate,35299,Seneca
36101,Steuben County,2012,Intercensal Population Estimate,98620,Steuben
36103,Suffolk County,2012,Intercensal Population Estimate,1508218,Suffolk
36105,Sullivan County,2012,Intercensal Population Estimate,77579,Sullivan
36107,Tioga County,2012,Intercensal Population Estimate,50399,Tioga
36109,Tompkins County,2012,Intercensal Population Estimate,103790,Tompkins
36111,Ulster County,2012,Intercensal Population Estimate,182458,Ulster
36113,Warren County,2012,Intercensal Population Estimate,65870,Warren
36115,Washington County,2012,Intercensal Population Estimate,63137,Washington
36117,Wayne County,2012,Intercensal Population Estimate,93444,Wayne
36119,Westchester County,2012,Intercensal Population Estimate,968129,Westchester
36121,Wyoming County,2012,Intercensal Population Estimate,41916,Wyoming
36123,Yates County,2012,Intercensal Population Estimate,25332,Yates
36000,New York State,2011,Intercensal Population Estimate,19602134,Statewide
36001,Albany County,2011,Intercensal Population Estimate,305961,Albany
36003,Allegany County,2011,Intercensal Population Estimate,48902,Allegany
36005,Bronx County,2011,Intercensal Population Estimate,1405193,Bronx
36007,Broome County,2011,Intercensal Population Estimate,200464,Broome
36009,Cattaraugus County,2011,Intercensal Population Estimate,79948,Cattaraugus
36011,Cayuga County,2011,Intercensal Population Estimate,79713,Cayuga
36013,Chautauqua County,2011,Intercensal Population Estimate,134400,Chautauqua
36015,Chemung County,2011,Intercensal Population Estimate,89074,Chemung
36017,Chenango County,2011,Intercensal Population Estimate,50239,Chenango
36019,Clinton County,2011,Intercensal Population Estimate,81726,Clinton
36021,Columbia County,2011,Intercensal Population Estimate,62779,Columbia
36023,Cortland County,2011,Intercensal Population Estimate,49322,Cortland
36025,Delaware County,2011,Intercensal Population Estimate,47614,Delaware
36027,Dutchess County,2011,Intercensal Population Estimate,298424,Dutchess
36029,Erie County,2011,Intercensal Population Estimate,924403,Erie
36031,Essex County,2011,Intercensal Population Estimate,39329,Essex
36033,Franklin County,2011,Intercensal Population Estimate,51237,Franklin
36035,Fulton County,2011,Intercensal Population Estimate,55156,Fulton
36037,Genesee County,2011,Intercensal Population Estimate,60051,Genesee
36039,Greene County,2011,Intercensal Population Estimate,48948,Greene
36041,Hamilton County,2011,Intercensal Population Estimate,4919,Hamilton
36043,Herkimer County,2011,Intercensal Population Estimate,64273,Herkimer
36045,Jefferson County,2011,Intercensal Population Estimate,118816,Jefferson
36047,Kings County,2011,Intercensal Population Estimate,2564525,Kings
36049,Lewis County,2011,Intercensal Population Estimate,27065,Lewis
36051,Livingston County,2011,Intercensal Population Estimate,64743,Livingston
36053,Madison County,2011,Intercensal Population Estimate,72577,Madison
36055,Monroe County,2011,Intercensal Population Estimate,749027,Monroe
36057,Montgomery County,2011,Intercensal Population Estimate,49957,Montgomery
36059,Nassau County,2011,Intercensal Population Estimate,1351478,Nassau
36061,New York County,2011,Intercensal Population Estimate,1618186,New York
36063,Niagara County,2011,Intercensal Population Estimate,216209,Niagara
36065,Oneida County,2011,Intercensal Population Estimate,234778,Oneida
36067,Onondaga County,2011,Intercensal Population Estimate,469756,Onondaga
36069,Ontario County,2011,Intercensal Population Estimate,108909,Ontario
36071,Orange County,2011,Intercensal Population Estimate,376163,Orange
36073,Orleans County,2011,Intercensal Population Estimate,42683,Orleans
36075,Oswego County,2011,Intercensal Population Estimate,122109,Oswego
36077,Otsego County,2011,Intercensal Population Estimate,61933,Otsego
36079,Putnam County,2011,Intercensal Population Estimate,99692,Putnam
36081,Queens County,2011,Intercensal Population Estimate,2276504,Queens
36083,Rensselaer County,2011,Intercensal Population Estimate,159948,Rensselaer
36085,Richmond County,2011,Intercensal Population Estimate,473499,Richmond
36087,Rockland County,2011,Intercensal Population Estimate,316930,Rockland
36089,St. Lawrence County,2011,Intercensal Population Estimate,112432,St. Lawrence
36091,Saratoga County,2011,Intercensal Population Estimate,221795,Saratoga
36093,Schenectady County,2011,Intercensal Population Estimate,155205,Schenectady
36095,Schoharie County,2011,Intercensal Population Estimate,32444,Schoharie
36097,Schuyler County,2011,Intercensal Population Estimate,18446,Schuyler
36099,Seneca County,2011,Intercensal Population Estimate,35294,Seneca
36101,Steuben County,2011,Intercensal Population Estimate,98960,Steuben
36103,Suffolk County,2011,Intercensal Population Estimate,1505124,Suffolk
36105,Sullivan County,2011,Intercensal Population Estimate,77416,Sullivan
36107,Tioga County,2011,Intercensal Population Estimate,50946,Tioga
36109,Tompkins County,2011,Intercensal Population Estimate,102410,Tompkins
36111,Ulster County,2011,Intercensal Population Estimate,182959,Ulster
36113,Warren County,2011,Intercensal Population Estimate,65989,Warren
36115,Washington County,2011,Intercensal Population Estimate,63167,Washington
36117,Wayne County,2011,Intercensal Population Estimate,93484,Wayne
36119,Westchester County,2011,Intercensal Population Estimate,961082,Westchester
36121,Wyoming County,2011,Intercensal Population Estimate,41971,Wyoming
36123,Yates County,2011,Intercensal Population Estimate,25448,Yates
36000,New York State,2010,Intercensal Population Estimate,19420354,Statewide
36001,Albany County,2010,Intercensal Population Estimate,304351,Albany
36003,Allegany County,2010,Intercensal Population Estimate,48992,Allegany
36005,Bronx County,2010,Intercensal Population Estimate,1388573,Bronx
36007,Broome County,2010,Intercensal Population Estimate,200693,Broome
36009,Cattaraugus County,2010,Intercensal Population Estimate,80245,Cattaraugus
36011,Cayuga County,2010,Intercensal Population Estimate,79906,Cayuga
36013,Chautauqua County,2010,Intercensal Population Estimate,134760,Chautauqua
36015,Chemung County,2010,Intercensal Population Estimate,88927,Chemung
36017,Chenango County,2010,Intercensal Population Estimate,50412,Chenango
36019,Clinton County,2010,Intercensal Population Estimate,82098,Clinton
36021,Columbia County,2010,Intercensal Population Estimate,63084,Columbia
36023,Cortland County,2010,Intercensal Population Estimate,49265,Cortland
36025,Delaware County,2010,Intercensal Population Estimate,47894,Delaware
36027,Dutchess County,2010,Intercensal Population Estimate,297778,Dutchess
36029,Erie County,2010,Intercensal Population Estimate,920059,Erie
36031,Essex County,2010,Intercensal Population Estimate,39370,Essex
36033,Franklin County,2010,Intercensal Population Estimate,51581,Franklin
36035,Fulton County,2010,Intercensal Population Estimate,55461,Fulton
36037,Genesee County,2010,Intercensal Population Estimate,59963,Genesee
36039,Greene County,2010,Intercensal Population Estimate,49155,Greene
36041,Hamilton County,2010,Intercensal Population Estimate,4870,Hamilton
36043,Herkimer County,2010,Intercensal Population Estimate,64447,Herkimer
36045,Jefferson County,2010,Intercensal Population Estimate,116810,Jefferson
36047,Kings County,2010,Intercensal Population Estimate,2514665,Kings
36049,Lewis County,2010,Intercensal Population Estimate,27081,Lewis
36051,Livingston County,2010,Intercensal Population Estimate,65208,Livingston
36053,Madison County,2010,Intercensal Population Estimate,73378,Madison
36055,Monroe County,2010,Intercensal Population Estimate,745029,Monroe
36057,Montgomery County,2010,Intercensal Population Estimate,50320,Montgomery
36059,Nassau County,2010,Intercensal Population Estimate,1342694,Nassau
36061,New York County,2010,Intercensal Population Estimate,1590931,New York
36063,Niagara County,2010,Intercensal Population Estimate,216570,Niagara
36065,Oneida County,2010,Intercensal Population Estimate,234862,Oneida
36067,Onondaga County,2010,Intercensal Population Estimate,467963,Onondaga
36069,Ontario County,2010,Intercensal Population Estimate,108242,Ontario
36071,Orange County,2010,Intercensal Population Estimate,373849,Orange
36073,Orleans County,2010,Intercensal Population Estimate,42856,Orleans
36075,Oswego County,2010,Intercensal Population Estimate,122165,Oswego
36077,Otsego County,2010,Intercensal Population Estimate,62251,Otsego
36079,Putnam County,2010,Intercensal Population Estimate,99622,Putnam
36081,Queens County,2010,Intercensal Population Estimate,2238813,Queens
36083,Rensselaer County,2010,Intercensal Population Estimate,159411,Rensselaer
36085,Richmond County,2010,Intercensal Population Estimate,470102,Richmond
36087,Rockland County,2010,Intercensal Population Estimate,312793,Rockland
36089,St. Lawrence County,2010,Intercensal Population Estimate,111850,St. Lawrence
36091,Saratoga County,2010,Intercensal Population Estimate,220255,Saratoga
36093,Schenectady County,2010,Intercensal Population Estimate,154931,Schenectady
36095,Schoharie County,2010,Intercensal Population Estimate,32649,Schoharie
36097,Schuyler County,2010,Intercensal Population Estimate,18346,Schuyler
36099,Seneca County,2010,Intercensal Population Estimate,35265,Seneca
36101,Steuben County,2010,Intercensal Population Estimate,98938,Steuben
36103,Suffolk County,2010,Intercensal Population Estimate,1495577,Suffolk
36105,Sullivan County,2010,Intercensal Population Estimate,77551,Sullivan
36107,Tioga County,2010,Intercensal Population Estimate,51023,Tioga
36109,Tompkins County,2010,Intercensal Population Estimate,101852,Tompkins
36111,Ulster County,2010,Intercensal Population Estimate,182522,Ulster
36113,Warren County,2010,Intercensal Population Estimate,65715,Warren
36115,Washington County,2010,Intercensal Population Estimate,63372,Washington
36117,Wayne County,2010,Intercensal Population Estimate,93796,Wayne
36119,Westchester County,2010,Intercensal Population Estimate,951690,Westchester
36121,Wyoming County,2010,Intercensal Population Estimate,42148,Wyoming
36123,Yates County,2010,Intercensal Population Estimate,25375,Yates
36000,New York State,2010,Census Base Population,19378117,Statewide
36001,Albany County,2010,Census Base Population,304199,Albany
36003,Allegany County,2010,Census Base Population,48923,Allegany
36005,Bronx County,2010,Census Base Population,1384224,Bronx
36007,Broome County,2010,Census Base Population,200670,Broome
36009,Cattaraugus County,2010,Census Base Population,80337,Cattaraugus
36011,Cayuga County,2010,Census Base Population,80022,Cayuga
36013,Chautauqua County,2010,Census Base Population,134907,Chautauqua
36015,Chemung County,2010,Census Base Population,88846,Chemung
36017,Chenango County,2010,Census Base Population,50516,Chenango
36019,Clinton County,2010,Census Base Population,82131,Clinton
36021,Columbia County,2010,Census Base Population,63063,Columbia
36023,Cortland County,2010,Census Base Population,49287,Cortland
36025,Delaware County,2010,Census Base Population,47962,Delaware
36027,Dutchess County,2010,Census Base Population,297444,Dutchess
36029,Erie County,2010,Census Base Population,919129,Erie
36031,Essex County,2010,Census Base Population,39371,Essex
36033,Franklin County,2010,Census Base Population,51597,Franklin
36035,Fulton County,2010,Census Base Population,55509,Fulton
36037,Genesee County,2010,Census Base Population,59937,Genesee
36039,Greene County,2010,Census Base Population,49212,Greene
36041,Hamilton County,2010,Census Base Population,4842,Hamilton
36043,Herkimer County,2010,Census Base Population,64469,Herkimer
36045,Jefferson County,2010,Census Base Population,116234,Jefferson
36047,Kings County,2010,Census Base Population,2504856,Kings
36049,Lewis County,2010,Census Base Population,27087,Lewis
36051,Livingston County,2010,Census Base Population,65194,Livingston
36053,Madison County,2010,Census Base Population,73457,Madison
36055,Monroe County,2010,Census Base Population,744396,Monroe
36057,Montgomery County,2010,Census Base Population,50268,Montgomery
36059,Nassau County,2010,Census Base Population,1339854,Nassau
36061,New York County,2010,Census Base Population,1586609,New York
36063,Niagara County,2010,Census Base Population,216479,Niagara
36065,Oneida County,2010,Census Base Population,234851,Oneida
36067,Onondaga County,2010,Census Base Population,467068,Onondaga
36069,Ontario County,2010,Census Base Population,108106,Ontario
36071,Orange County,2010,Census Base Population,372823,Orange
36073,Orleans County,2010,Census Base Population,42891,Orleans
36075,Oswego County,2010,Census Base Population,122109,Oswego
36077,Otsego County,2010,Census Base Population,62278,Otsego
36079,Putnam County,2010,Census Base Population,99633,Putnam
36081,Queens County,2010,Census Base Population,2230511,Queens
36083,Rensselaer County,2010,Census Base Population,159435,Rensselaer
36085,Richmond County,2010,Census Base Population,468730,Richmond
36087,Rockland County,2010,Census Base Population,311691,Rockland
36089,St. Lawrence County,2010,Census Base Population,111941,St. Lawrence
36091,Saratoga County,2010,Census Base Population,219598,Saratoga
36093,Schenectady County,2010,Census Base Population,154758,Schenectady
36095,Schoharie County,2010,Census Base Population,32723,Schoharie
36097,Schuyler County,2010,Census Base Population,18369,Schuyler
36099,Seneca County,2010,Census Base Population,35253,Seneca
36101,Steuben County,2010,Census Base Population,98946,Steuben
36103,Suffolk County,2010,Census Base Population,1493116,Suffolk
36105,Sullivan County,2010,Census Base Population,77504,Sullivan
36107,Tioga County,2010,Census Base Population,51052,Tioga
36109,Tompkins County,2010,Census Base Population,101581,Tompkins
36111,Ulster County,2010,Census Base Population,182522,Ulster
36113,Warren County,2010,Census Base Population,65698,Warren
36115,Washington County,2010,Census Base Population,63254,Washington
36117,Wayne County,2010,Census Base Population,93751,Wayne
36119,Westchester County,2010,Census Base Population,949376,Westchester
36121,Wyoming County,2010,Census Base Population,42154,Wyoming
36123,Yates County,2010,Census Base Population,25364,Yates
36000,New York State,2009,Intercensal Population Estimate,19307066,Statewide
36001,Albany County,2009,Intercensal Population Estimate,304733,Albany
36003,Allegany County,2009,Intercensal Population Estimate,48969,Allegany
36005,Bronx County,2009,Intercensal Population Estimate,1376261,Bronx
36007,Broome County,2009,Intercensal Population Estimate,200935,Broome
